,PO_ID,Current Status,Relevant Timestamp,Days,Days Bucket,Delays,Delays Bucket,Today_Target_delay,Today_Target_delay Bucket
377,PO377353PXIN-00013033,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
378,PO377418TRIB-0000041,09. Under Production,,On-Track,On-Track,Missing,Missing,-12,On-Track
379,PO377463BAMO-0002301,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
380,PO363866PXCA-0000311,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
381,PO365647BOLT-0000092,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
382,PO365914GOER-0003091,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
383,PO365948HALL-0000269,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
384,PO365967HAMI-00049464,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
385,PO366374UULK-0000211,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
386,PO366473YIDB-0000032,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
387,PO366996PXPX-0006372,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
388,PO369307BEST-0000442,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
389,PO369307BEST-0000633,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
390,PO369365BLAC-0000466,06. Packaging Pending,,Missing,Missing,Missing,Missing,342,15+
391,PO370163BEAR-0000711536,23. INB Creation Pending,,4,04-08,Missing,Missing,4,04-08
392,PO371957PROB-0000686,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
393,PO372361BEGR-0000133,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
394,PO372373BOLT-00107145,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
395,PO372373BOLT-00123748,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
396,PO372373BOLT-00115377,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
397,PO373323PXIN-0001031,17. QC Schedule Pending,-35.0,On-Track,On-Track,-35.0,On-Track,0,On-Track
398,PO373366ROOM-0337551,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
399,PO373983BAMO-00024411,19. Supplier Pickup Date Pending,2.0,On track,On track,2.0,01-03,9,09-15
400,PO373998BEST-0000411,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
401,PO374007BOLT-00126438,22. Non FOB Pickup Pending,,2,01-03,Missing,Missing,2,01-03
402,PO374109MIST-0000102,28. Telex Release Pending,-48.0,On-Track,On-Track,-48.0,On-Track,-41,On-Track
403,PO374138PROB-0000432,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-24,On-Track
404,PO374194PXIN-0000644,30. Stock Delivery Pending,,3,01-03,Missing,Missing,3,01-03
405,PO374196PXIN-0001039,13. Batch Creation Pending,,On-Track,On-Track,Missing,Missing,-10,On-Track
406,PO374367BAMO-0002846,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
407,PO374367BAMO-0002757,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
408,PO374383PRCH-0002162,24. Mark In-Transit Pending,,7,04-08,Missing,Missing,7,04-08
409,PO375181HKGA-0000015,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
410,PO375187EDOU-0000691,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
411,PO375213TOOL-0000411,06. Packaging Pending,,Missing,Missing,Missing,Missing,46,15+
412,PO377292PINO_0000132,05. PI Payment Pending,,7,04-08,Missing,Missing,7,04-08
413,PO377353PXIN-00007827,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
414,PO377373PXPR-0000091,11. IM Sign-Off Pending,,3,01-03,Missing,Missing,3,01-03
415,PO377375PXPR-0000352,10. PRD Confirmation Pending,,2,01-03,Missing,Missing,2,01-03
416,PO377378PXPX-0001082,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
417,PO377386PXPX-0000931,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
418,PO377401PXWE-0001302,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
419,PO363591DONB-0000696,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
420,PO363662JEWE-00024941,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
421,PO365655BOLT-0013462,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
422,PO366298RYHE-0000161,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
423,PO366378VDOM-0000011,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
424,PO366394VIIR_00003739,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
425,PO370099BANA-0000991,14. SM Sign-Off Pending,,8,04-08,Missing,Missing,8,04-08
426,PO370282WWAF-0002101,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
427,PO371168PXFU-0001584,20. Pre Pickup Check,,18,15+,Missing,Missing,18,15+
428,PO371242ROOM-0005716,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
429,PO372373BOLT-00112221,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
430,PO372373BOLT-00104950,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
431,PO372395DONB-00023111,26. BL Payment Pending - In Transit,-7.0,5,04-08,-7.0,On-Track,5,04-08
432,PO372431HAPP-0000032,28. Telex Release Pending,,3,01-03,Missing,Missing,3,01-03
433,PO372486KNIT-0000052,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
434,PO372492LOCK-0000022,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
435,PO372493LUMA-0000071,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
436,PO372535PROB-0000122,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
437,PO372535PROB-0000043,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
438,PO372588PXHK-0000691,26. BL Payment Pending - In Transit,,3,01-03,Missing,Missing,3,01-03
439,PO372600PXIN-00009824,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
440,PO372640PXPX-0005025,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-2,On-Track
441,PO372647PXPX-0000381,29. Custom Clearance Pending,,10,09-15,Missing,Missing,10,09-15
442,PO372656PXSO-0000021,30. Stock Delivery Pending,,4,04-08,Missing,Missing,4,04-08
443,PO363366HAPL-0000111,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
444,PO363591DONB-00021312,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
445,PO363662JEWE-0002491,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
446,PO365676BRUN-0004996,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
447,PO365921GOER-0004633,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
448,PO367475TOOL-0000031,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
449,PO368355BOLT-00105128,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
450,PO371148PXHO-0000152,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
451,PO371190PXSA-00031796,14. SM Sign-Off Pending,,14,09-15,Missing,Missing,14,09-15
452,PO371894GRAC-0000256,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
453,PO372085PXPR-0000254,14. SM Sign-Off Pending,,8,04-08,Missing,Missing,8,04-08
454,PO372361BEGR-0002011,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
455,PO372369BLAC-0002357,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
456,PO372373BOLT-00131914,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
457,PO372373BOLT-00127142,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
458,PO372373BOLT-001072144,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
459,PO372392DDOX-0003498,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
460,PO372395DONB-00002014,26. BL Payment Pending - In Transit,,1,01-03,Missing,Missing,1,01-03
461,PO372486KNIT-0000065,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
462,PO372493LUMA-0000503,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
463,PO372600PXIN-00008425,24. Mark In-Transit Pending,,2,01-03,Missing,Missing,2,01-03
464,PO372656PXSO-0000012,30. Stock Delivery Pending,,4,04-08,Missing,Missing,4,04-08
465,PO372688SLOK-0000122,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
466,PO372732GOER-0004063,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
467,PO373250DONB-0002411,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
468,PO373251DONB-0000624,20. Pre Pickup Check,,5,04-08,Missing,Missing,5,04-08
469,PO373257GRTR-0000021,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
470,PO373323PXIN-0000092,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
471,PO373350PXSV-0000032,09. Under Production,,On-Track,On-Track,Missing,Missing,-13,On-Track
472,PO373737PREC-0000121,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
473,PO373768TOOL-0000011,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
474,PO359395M2B4-00044342,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
475,PO359395M2B4-00044743,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
476,PO365676BRUN-00031826,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
477,PO365724DAWH-00013910,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
478,PO365851EVER-00005715,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
479,PO366330STEAD-0000211,24. Mark In-Transit Pending,,7,04-08,Missing,Missing,7,04-08
480,PO366340TOOL-0000031,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
481,PO367305WHOL-0001298,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
482,PO368098PXPR-0000342,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
